experiment_version,dataset,forecast_origin,model_id,graph_mode,seed,max_epochs,min_epochs,early_stopping_patience,early_stopping_min_relative_improvement,batch_size,optimizer,learning_rate,full_run_task_id,execution_stage,loss,inner_validation_definition,refit_policy,input_contract,node_ids_sha256,data_slice_sha256,graph_sha256,embedding_sha256,placebo_permutation_sha256,source_commit_or_lock,config_sha256,metric_protocol_sha256,adapter_status,control_faithfulness,prohibited_files,planned_status
FULL_UNIFIED_RUN_V1,M5,2015-12-07,tcn_no_graph,no_graph,13,50,10,7,0.001,4,Adam,0.001,v1_0019_m5_20151207_tcn_no_graph_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,0fdc80620cf8962630e75c1fa2432803a694bdd75347ebc77b3093fc02c15c5f,24f14f88e9945d2a7fb67744b119a74daf41bf279d2a3b941fb03feff77657e4,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,c19e90dc05d6ddb641349a56d3ccf7c0ef7a06e48cee4c066b70ede07b8a4cf5,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-03-29,gts_native,native,47,50,10,7,0.001,4,Adam,0.001,v1_0357_favorita_20170329_gts_native_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,345dabcf47b0f7e1fb1895e4c61f5d5ebffaa56e09a9f5b2d7896f439c70937b,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,c8c9e52d3a57ac3dd3551b6e65b61ef80c83ace134a8759cb3ef6f38ce579c98,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,graph_enabled,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-04-26,gts_native,native,13,50,10,7,0.001,4,Adam,0.001,v1_0358_favorita_20170426_gts_native_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,496bd19f83f06202812e8fdaaafe8cd1171e5de8f98dd6657634363c0f0707f8,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,graph_enabled,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-04-26,gts_native,native,29,50,10,7,0.001,4,Adam,0.001,v1_0359_favorita_20170426_gts_native_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,6a1e059fea05f394582a598b7116c2b8949bce6bbf16861c4e6a8c77e58fe687,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,graph_enabled,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-04-26,gts_native,native,47,50,10,7,0.001,4,Adam,0.001,v1_0360_favorita_20170426_gts_native_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,4d14cc9723c87013eb253957d215b4c50557b3c9acdf676150c63cf76760b2cf,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,graph_enabled,,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-05-22,gts_native,native,13,50,10,7,0.001,4,Adam,0.001,v1_0361_store_item_20170522_gts_native_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,96f573b570f1b2d301538d41f90dacef49f3190e6f15d4c0105641fefebfcd31,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,6e1026a2b56cada731e52d07a93b4092a8318863d8a0c65072d30a663a944778,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,graph_enabled,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-05-22,gts_native,native,29,50,10,7,0.001,4,Adam,0.001,v1_0362_store_item_20170522_gts_native_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,96f573b570f1b2d301538d41f90dacef49f3190e6f15d4c0105641fefebfcd31,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,e9c7f3cf1cdf2a7f3f31815708f230c9713b720eca20f90e064f2b22cc85191a,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,graph_enabled,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-05-22,gts_native,native,47,50,10,7,0.001,4,Adam,0.001,v1_0363_store_item_20170522_gts_native_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,96f573b570f1b2d301538d41f90dacef49f3190e6f15d4c0105641fefebfcd31,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,981b9769aab10d7441f42a8b946e54ce6fcce9d80e973844a785e96712dceff3,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,graph_enabled,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-06-19,gts_native,native,13,50,10,7,0.001,4,Adam,0.001,v1_0364_store_item_20170619_gts_native_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,28beca4732b3f14a100f847605d2098885a415ba97668113a3ccce044ffb107d,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,d22be301971d3912121c6681445e1cad1207b0826529ddee6095a7489fec208c,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,graph_enabled,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-06-19,gts_native,native,29,50,10,7,0.001,4,Adam,0.001,v1_0365_store_item_20170619_gts_native_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,28beca4732b3f14a100f847605d2098885a415ba97668113a3ccce044ffb107d,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,1a9967927251e0911468913c6f57bb6eedd190f3fbcaa785b38cdf9d4b33b7de,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,graph_enabled,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-06-19,gts_native,native,47,50,10,7,0.001,4,Adam,0.001,v1_0366_store_item_20170619_gts_native_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,28beca4732b3f14a100f847605d2098885a415ba97668113a3ccce044ffb107d,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,bb761414eb4514d397284dc4deff3fe52802894fb1f9a23fb2422d48b39cdd82,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,graph_enabled,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-07-17,gts_native,native,13,50,10,7,0.001,4,Adam,0.001,v1_0367_store_item_20170717_gts_native_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,cb704e15bf73a80e87151fc7a786498308b0888b5b69c93a6c61d1fdd789036d,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,e807199cc763fc3f14e40ed56ed3ef6561ef396fc14e079e6a6fd8babc5096e3,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,graph_enabled,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-07-17,gts_native,native,29,50,10,7,0.001,4,Adam,0.001,v1_0368_store_item_20170717_gts_native_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,cb704e15bf73a80e87151fc7a786498308b0888b5b69c93a6c61d1fdd789036d,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,ef11e138ea3691e8a93150fb62f6985d13ebb048cc319c41e6d7cf4150bfc0cf,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,graph_enabled,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-07-17,gts_native,native,47,50,10,7,0.001,4,Adam,0.001,v1_0369_store_item_20170717_gts_native_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,cb704e15bf73a80e87151fc7a786498308b0888b5b69c93a6c61d1fdd789036d,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,a12f4df0763a10ca0a2e886edb2df3a6ee5a288168b15f24a842ca85f1ba1c18,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,graph_enabled,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,M5,2015-12-07,gts_no_graph,no_graph,13,50,10,7,0.001,4,Adam,0.001,v1_0370_m5_20151207_gts_no_graph_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,0fdc80620cf8962630e75c1fa2432803a694bdd75347ebc77b3093fc02c15c5f,24f14f88e9945d2a7fb67744b119a74daf41bf279d2a3b941fb03feff77657e4,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,b56c1e437a83d6fd98d8050a325cb0f38a6ecef4920971d7e72f0ea7b9545b91,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,M5,2015-12-07,gts_no_graph,no_graph,29,50,10,7,0.001,4,Adam,0.001,v1_0371_m5_20151207_gts_no_graph_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,0fdc80620cf8962630e75c1fa2432803a694bdd75347ebc77b3093fc02c15c5f,24f14f88e9945d2a7fb67744b119a74daf41bf279d2a3b941fb03feff77657e4,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,c5876cbd7abfc5e6b468138936177138b90e5fc3ceb4cb7442e12787a24292cb,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,M5,2015-12-07,gts_no_graph,no_graph,47,50,10,7,0.001,4,Adam,0.001,v1_0372_m5_20151207_gts_no_graph_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,0fdc80620cf8962630e75c1fa2432803a694bdd75347ebc77b3093fc02c15c5f,24f14f88e9945d2a7fb67744b119a74daf41bf279d2a3b941fb03feff77657e4,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,81ce01cebd64327dc6fe26a9051da50d1c56a478a56ba7e4fe1e388efb4ffd75,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,M5,2016-01-04,gts_no_graph,no_graph,13,50,10,7,0.001,4,Adam,0.001,v1_0373_m5_20160104_gts_no_graph_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,0fdc80620cf8962630e75c1fa2432803a694bdd75347ebc77b3093fc02c15c5f,f363d22b50ee5ecf935d764748129bbf4e83b2417ab50854a465cae0c12fccbf,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,2f79c5ef445ba441c9e6c351c68a3ac8d18306b7501424eb374520983b621af9,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,M5,2016-01-04,gts_no_graph,no_graph,29,50,10,7,0.001,4,Adam,0.001,v1_0374_m5_20160104_gts_no_graph_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,0fdc80620cf8962630e75c1fa2432803a694bdd75347ebc77b3093fc02c15c5f,f363d22b50ee5ecf935d764748129bbf4e83b2417ab50854a465cae0c12fccbf,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,ab069d5f4921ac531d3eee61c187d531ca34fb5a21f1cc0592a1b29dd93adae1,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,M5,2016-01-04,gts_no_graph,no_graph,47,50,10,7,0.001,4,Adam,0.001,v1_0375_m5_20160104_gts_no_graph_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,0fdc80620cf8962630e75c1fa2432803a694bdd75347ebc77b3093fc02c15c5f,f363d22b50ee5ecf935d764748129bbf4e83b2417ab50854a465cae0c12fccbf,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,e3471d3d046c4e6950dd397b0e03e6602a3d5c269ab3739785f3d7e2edf3eb3c,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,M5,2016-02-01,gts_no_graph,no_graph,13,50,10,7,0.001,4,Adam,0.001,v1_0376_m5_20160201_gts_no_graph_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,0fdc80620cf8962630e75c1fa2432803a694bdd75347ebc77b3093fc02c15c5f,84ec5e1a462241b724bdb52169726ffe86647b20efbad04d01b949a8b9fc2a01,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,f60ab98b962cac5d2c00cc1dc766a7cfeab90c395aa62c153c0764e36b22f584,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,M5,2016-02-01,gts_no_graph,no_graph,29,50,10,7,0.001,4,Adam,0.001,v1_0377_m5_20160201_gts_no_graph_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,0fdc80620cf8962630e75c1fa2432803a694bdd75347ebc77b3093fc02c15c5f,84ec5e1a462241b724bdb52169726ffe86647b20efbad04d01b949a8b9fc2a01,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,e9c93f702440489d5aac13718424d629f9e51201ee7e36d5cc020d6b4e12b6b6,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,M5,2016-02-01,gts_no_graph,no_graph,47,50,10,7,0.001,4,Adam,0.001,v1_0378_m5_20160201_gts_no_graph_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,0fdc80620cf8962630e75c1fa2432803a694bdd75347ebc77b3093fc02c15c5f,84ec5e1a462241b724bdb52169726ffe86647b20efbad04d01b949a8b9fc2a01,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,7183328b905b6805dd65e4fccb6245c4ab30c8ed0a5206c8cc405bb9d3130836,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-03-01,gts_no_graph,no_graph,13,50,10,7,0.001,4,Adam,0.001,v1_0379_favorita_20170301_gts_no_graph_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,cd0beeec37632daa955a38f9eba4e42ab5553d9daac470a0028c402132af43b1,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,d6dd646b8eeff83170eccacbbc4fb9d3f639f04b62642160bdc9df29cb3667ca,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-03-01,gts_no_graph,no_graph,29,50,10,7,0.001,4,Adam,0.001,v1_0380_favorita_20170301_gts_no_graph_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,cd0beeec37632daa955a38f9eba4e42ab5553d9daac470a0028c402132af43b1,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,1bb1f19aaac577f17fb7328fc0398fae3f918fcafc5743a9fcb466bce225f818,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-03-01,gts_no_graph,no_graph,47,50,10,7,0.001,4,Adam,0.001,v1_0381_favorita_20170301_gts_no_graph_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,cd0beeec37632daa955a38f9eba4e42ab5553d9daac470a0028c402132af43b1,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,4a8a6a7351c6c8c6501bfe04f04953bcfbab3b5dff945b3e41b85017bbefa703,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-03-29,gts_no_graph,no_graph,13,50,10,7,0.001,4,Adam,0.001,v1_0382_favorita_20170329_gts_no_graph_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,345dabcf47b0f7e1fb1895e4c61f5d5ebffaa56e09a9f5b2d7896f439c70937b,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,f9a4f0244733273ff6dece8c16647b2a933e6f5b0e2849c459daff15cdc2569b,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-03-29,gts_no_graph,no_graph,29,50,10,7,0.001,4,Adam,0.001,v1_0383_favorita_20170329_gts_no_graph_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,345dabcf47b0f7e1fb1895e4c61f5d5ebffaa56e09a9f5b2d7896f439c70937b,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,0a8aaad3436c8ffc36a7bd420308ca955c2331b21065dd59271867f479da74c4,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-03-29,gts_no_graph,no_graph,47,50,10,7,0.001,4,Adam,0.001,v1_0384_favorita_20170329_gts_no_graph_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,345dabcf47b0f7e1fb1895e4c61f5d5ebffaa56e09a9f5b2d7896f439c70937b,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,bbc9c07d4a053bd2d759efc21116bb524dbb13b8a626837761a7c7417da12ede,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-04-26,gts_no_graph,no_graph,13,50,10,7,0.001,4,Adam,0.001,v1_0385_favorita_20170426_gts_no_graph_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,3f68170f3c5071d0f3019d63ad8cac240449fc1382607c2423ec7895b4996a6b,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-04-26,gts_no_graph,no_graph,29,50,10,7,0.001,4,Adam,0.001,v1_0386_favorita_20170426_gts_no_graph_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,452173fb39ee2e62caa7edde5ffc8e43cc65bc5e51dade895b1af912c87d3d6f,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-04-26,gts_no_graph,no_graph,47,50,10,7,0.001,4,Adam,0.001,v1_0387_favorita_20170426_gts_no_graph_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91,learned_at_runtime|adapter_graph_export_required,not_applicable,not_applicable,8ed45ff1476639f78c382ff09ecca8e60523e7ce,18aceeec2cd2a5e84f7442c0801c8758c93ec510355946205aad71a29d008057,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
